1	@lib_josai	@seisen_lib	@nvlulib	@TottoriU_Lib	@daito_mlib	@nuhw_lib	@HiroshimaU_Lib	@tosho376	@Shigabunkyo_lib	@lib_advis	@Kyorinsflib	@KyoaiLibrary
2	@naito_nmu	@yguSeeds	@KWU_Library	@PLR_ritsumei
3	@media_lib	@kulibrarians	@ShinshuUnivLib	@tcu_lib	@meidaibibubato
4	@KIT_Library	@Media_Gundai	@ueclib	@tumsat_elib	@Kindai_Clib	@cislibrary	@wakouniv_lib	@hosei_tLib	@TitechLibFan	@hirodai_tosho	@bunkyo_klib	@waseda_lib	@w_chuo_library	@learn_supporter	@utms_library
5	@bunkalib	@KobeU_Lib	@tkulibrary	@UTokyoNewLib	@Shimadai_Lib	@kobekernel	@hagi_no_suke	@gacos_utokyo	@lilika_toyama	@hokudaisapollo	@BiblioEi8ht	@mikasalib	@KUIS_Lib	@geibunlibrary	@Toriokikun	@Bibliophilia_KU	@libsup20151	@acsUTokyoNewLib	@NIIlib	@SSJClib	@TokyoBiblio	@daitokenkyoto	@UTokyo_epslib	@cinii_jp	@view_kun	@waseda_ENPAKU	@KUL_kagoshima	@tulips_tenji	@bibshizuoka	@irdlib	@en_hit	@aulsd	@bibliozenkoku	@gama_jumper	@Library_jp	@keiogakushusoud	@dtk_doc	@bibubumuroran
6	@lib_toho	@nisshilib	@OKU_lib	@lib_seiryo	@nit_kc_lib	@sojo_tosyo	@hsu_library223	@imu_tosho	@yamatantosho	@lib_list	@mu_lib2	@sgu_kjc_media	@kukiwak	@geitanlib
7	@RCHtosho	@liss_kaetsu_gm
8	@mochi_pro	@QLib_voice	@tamabi_library	@npoiaal	@tamamihatake	@kavos2011	@ike_labo
9	@QLib_info	@Ehime_Univ_Lib	@shirayuri_lib	@tku_toshobu	@hosei_iLib	@fu_lib	@NashiLibM	@hysmedia_keio	@OsakaUnivLib	@USH_Lib	@scitechmckeio	@hinoto_kgulib	@NUTLibrary	@tumsat_slib	@UTokyoLibAsk	@aichihonzou	@AUE_Lib	@UTokyo_AgLib	@meiji_lib	@ochalisa_lib	@ryukyus_lib	@HiroshimaCU_lib	@FksmaMedUnivLib	@lib_tcu	@MedLibKeio	@Sophia_MediaCC	@AU_Nlib	@UTokyoKomabaLib	@ShizuokaUnivLib	@KagawaUnivLM	@HULnavi	@tsukubauniv_lib	@KagawaUnivLib	@bunkyo_slib	@hontomo_nagoya	@yone_lib	@toshokatsu_kwu	@ycclib	@obirin_reading	@FLCkouhou	@university_lib	@RikkyoMC	@mu_lib3	@gakuseisensho	@shindai_nana	@Tohoku_Banzai	@studyassistant
10	@kyoritsu_lib	@KumadaiLib	@1961cogito	@kogakuinslib	@MuroranIT_lib	@TulipsR	@juen_lib	@turudai_lib	@dent_lib	@shobi_lib	@aiit4u	@waseda_univ_WUL	@MUES_muelibrary	@tobunken	@TCU_jp	@tku_iss	@NagoyaUnivLibSD	@NDLJP	@iidawjclib	@yoshidasouthlib	@shohoku_lib	@Teikyo_MELIC	@hosei_kLib	@kdu_library	@imr_lib	@scc_sapmed	@TokyoTechLib	@NKD_lib	@kyodai_letlib	@tcmlib	@medialib	@mau_m_l	@TenshiLibrary	@Aigei_Library	@hannan_univ_lib	@crd_tweet	@rikkyo_lib	@jouhouken	@CambridgeUPJP	@ALC_Chiba_Univ	@geitanlib	@library_lovers	@nii_content	@Keio_MitaLib	@kyotomm	@NMC_newbook	@koyasanlib	@miyakyobbc	@OkayamaUnivLib	@kuscilib	@sfc_mediacenter	@RitsARC	@ICU_Lib	@hito_lib_na	@tsukuba_tulips	@hito_lib	@U_PARL	@KURENAI_update	@azabusenta	@ICER_KyushuUniv	@nims_library	@ngu_lib	@kitlc_kurume	@daitoken	@LibKGC	@mu_lib	@wmul_k	@tsukubaLC	@GKB48Tweet	@NatureJapan	@oisr1919	@SurfaceJP	@uom_lib	@dwc_toshosapo	@liss_kaetsu	@SagaUnivLibrary	@CIAS_library	@LibraryOtemae	@HIT_LIB	@LA_Fukui_Univ_L	@KGU_Library	@medinfo_toku	@biblio_tottori	@drfml	@mrctwi	@kadai_lib	@saimed_lib_nb	@keiolibronbun	@Yokoichi_LS	@libkyodo2014
